subj,prop,id,obj,subj_id,prop_id,obj_id,s_aliases,o_aliases,s_uri,o_uri,s_wiki_title,o_wiki_title,s_pop,o_pop,question,possible_answers,obj_length,subj_length
Monti della Tolfa,country,3864448,Italy,1685963,182,1218153,[],"[""Italia"",""Italian Republic"",""IT"",""\ud83c\uddee\ud83c\uddf9"",""ITA""]",http://www.wikidata.org/entity/Q523409,http://www.wikidata.org/entity/Q38,Monti della Tolfa,Italy,182,403188,In what country is Monti della Tolfa?,"[""Italy"", ""Italia"", ""Italian Republic"", ""IT"", ""🇮🇹"", ""ITA""]",5,17
Sekikawa,country,298541,Japan,120688,182,502871,[],"[""State of Japan"",""Land of the Rising Sun"",""Nihon"",""Nippon"",""JP"",""Nippon-koku"",""Nihon-koku"",""JA"",""JPN"",""jp"",""JAP"",""Ja"",""Jap""]",http://www.wikidata.org/entity/Q1204648,http://www.wikidata.org/entity/Q17,Sekikawa,Japan,103,702414,In what country is Sekikawa?,"[""Japan"", ""State of Japan"", ""Land of the Rising Sun"", ""Nihon"", ""Nippon"", ""JP"", ""Nippon-koku"", ""Nihon-koku"", ""JA"", ""JPN"", ""jp"", ""JAP"", ""Ja"", ""Jap""]",5,8
Maubec,country,5580851,France,2487132,182,230035,"[""Maub\u00e8c""]","[""fr"",""FR"",""R\u00e9publique fran\u00e7aise"",""La France"",""Republic of France"",""French Republic"",""FRA"",""the Hexagon""]",http://www.wikidata.org/entity/Q732993,http://www.wikidata.org/entity/Q142,"Maubec, Vaucluse",France,146,486947,In what country is Maubec?,"[""France"", ""fr"", ""FR"", ""République française"", ""La France"", ""Republic of France"", ""French Republic"", ""FRA"", ""the Hexagon""]",6,6
Chrysler,country,1323193,United States of America,587984,182,988513,"[""FCA US""]","[""the United States of America"",""America"",""U.S.A."",""USA"",""U.S."",""US"",""the US"",""the USA"",""US of A"",""the United States"",""U. S. A."",""U. S."",""the States"",""the U.S."",""'Merica"",""U.S"",""United States"",""'Murica""]",http://www.wikidata.org/entity/Q181114,http://www.wikidata.org/entity/Q30,Chrysler,United States,55586,1629691,In what country is Chrysler?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",24,8
Pitzer College,country,5458854,United States of America,2427980,182,988513,"[""Pitzer"",""Pfizer"",""PZ"",""PTZ"",""PIT""]","[""the United States of America"",""America"",""U.S.A."",""USA"",""U.S."",""US"",""the US"",""the USA"",""US of A"",""the United States"",""U. S. A."",""U. S."",""the States"",""the U.S."",""'Merica"",""U.S"",""United States"",""'Murica""]",http://www.wikidata.org/entity/Q7199570,http://www.wikidata.org/entity/Q30,Pitzer College,United States,6306,1629691,In what country is Pitzer College?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",24,14
Ware,country,1863504,United States of America,819674,182,988513,[],"[""the United States of America"",""America"",""U.S.A."",""USA"",""U.S."",""US"",""the US"",""the USA"",""US of A"",""the United States"",""U. S. A."",""U. S."",""the States"",""the U.S."",""'Merica"",""U.S"",""United States"",""'Murica""]",http://www.wikidata.org/entity/Q2414325,http://www.wikidata.org/entity/Q30,"Ware, Massachusetts",United States,1837,1629691,In what country is Ware?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",24,4
Giant Food,country,4240400,United States of America,1857665,182,988513,"[""Giant Food of Maryland"",""Giant Food Inc."",""Giant Food (Landover)"",""Giant-Landover"",""Giant"",""Giant Food LLC"",""Giant Food, LLC"",""Giant of Maryland, LLC""]","[""the United States of America"",""America"",""U.S.A."",""USA"",""U.S."",""US"",""the US"",""the USA"",""US of A"",""the United States"",""U. S. A."",""U. S."",""the States"",""the U.S."",""'Merica"",""U.S"",""United States"",""'Murica""]",http://www.wikidata.org/entity/Q5558336,http://www.wikidata.org/entity/Q30,Giant Food (Landover),United States,3492,1629691,In what country is Giant Food?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",24,10
Plum,country,5464122,United States of America,2430773,182,988513,"[""Plum, Texas""]","[""the United States of America"",""America"",""U.S.A."",""USA"",""U.S."",""US"",""the US"",""the USA"",""US of A"",""the United States"",""U. S. A."",""U. S."",""the States"",""the U.S."",""'Merica"",""U.S"",""United States"",""'Murica""]",http://www.wikidata.org/entity/Q7205296,http://www.wikidata.org/entity/Q30,"Plum, Texas",United States,165,1629691,In what country is Plum?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",24,4
Sholoktu,country,5749111,Afghanistan,2566775,182,2869258,[],"[""af"",""\ud83c\udde6\ud83c\uddeb"",""AFG""]",http://www.wikidata.org/entity/Q7500245,http://www.wikidata.org/entity/Q889,Sholoktu,Afghanistan,18,683050,In what country is Sholoktu?,"[""Afghanistan"", ""af"", ""🇦🇫"", ""AFG""]",11,8
Komerční banka,country,733746,Czech Republic,312029,182,744365,"[""KB""]","[""CZR"",""cz"",""\u010cesko"",""\u010cesk\u00e1 republika"",""\u010cR"",""cze"",""CZE"",""Czechia""]",http://www.wikidata.org/entity/Q1541079,http://www.wikidata.org/entity/Q213,Komerční banka,Czech Republic,1185,271047,In what country is Komerční banka?,"[""Czech Republic"", ""CZR"", ""cz"", ""Česko"", ""Česká republika"", ""ČR"", ""cze"", ""CZE"", ""Czechia""]",14,14
Romanian Greek Catholic Church,country,6320552,Romania,2850993,182,756886,"[""BRU""]","[""Roumania"",""Rumania"",""Rom\u00e2nia"",""ro"",""\ud83c\uddf7\ud83c\uddf4""]",http://www.wikidata.org/entity/Q856349,http://www.wikidata.org/entity/Q218,Romanian Greek Catholic Church,Romania,2466,278539,In what country is Romanian Greek Catholic Church?,"[""Romania"", ""Roumania"", ""Rumania"", ""România"", ""ro"", ""🇷🇴""]",7,30
Illinois State University,country,4270058,United States of America,1871914,182,988513,"[""ISU""]","[""the United States of America"",""America"",""U.S.A."",""USA"",""U.S."",""US"",""the US"",""the USA"",""US of A"",""the United States"",""U. S. A."",""U. S."",""the States"",""the U.S."",""'Merica"",""U.S"",""United States"",""'Murica""]",http://www.wikidata.org/entity/Q558922,http://www.wikidata.org/entity/Q30,Illinois State University,United States,10846,1629691,In what country is Illinois State University?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",24,25
Volvic,country,4712406,France,2073963,182,230035,[],"[""fr"",""FR"",""R\u00e9publique fran\u00e7aise"",""La France"",""Republic of France"",""French Republic"",""FRA"",""the Hexagon""]",http://www.wikidata.org/entity/Q623376,http://www.wikidata.org/entity/Q142,Volvic,France,449,486947,In what country is Volvic?,"[""France"", ""fr"", ""FR"", ""République française"", ""La France"", ""Republic of France"", ""French Republic"", ""FRA"", ""the Hexagon""]",6,6
Babo Airport,country,2204924,Indonesia,963183,182,852965,"[""BXB"",""WASO""]","[""Republic of Indonesia"",""id"",""ID"",""INA"",""IDN""]",http://www.wikidata.org/entity/Q2901327,http://www.wikidata.org/entity/Q252,Babo Airport,Indonesia,284,383128,In what country is Babo Airport?,"[""Indonesia"", ""Republic of Indonesia"", ""id"", ""ID"", ""INA"", ""IDN""]",9,12
Day,country,3878729,United States of America,1691942,182,988513,"[""Day, Minnesota""]","[""the United States of America"",""America"",""U.S.A."",""USA"",""U.S."",""US"",""the US"",""the USA"",""US of A"",""the United States"",""U. S. A."",""U. S."",""the States"",""the U.S."",""'Merica"",""U.S"",""United States"",""'Murica""]",http://www.wikidata.org/entity/Q5242759,http://www.wikidata.org/entity/Q30,"Day, Minnesota",United States,116,1629691,In what country is Day?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",24,3
Avery,country,3414338,United States of America,1470613,182,988513,"[""Avery, Oklahoma""]","[""the United States of America"",""America"",""U.S.A."",""USA"",""U.S."",""US"",""the US"",""the USA"",""US of A"",""the United States"",""U. S. A."",""U. S."",""the States"",""the U.S."",""'Merica"",""U.S"",""United States"",""'Murica""]",http://www.wikidata.org/entity/Q4828354,http://www.wikidata.org/entity/Q30,"Avery, Oklahoma",United States,240,1629691,In what country is Avery?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",24,5
Kawahigashi Station,country,215156,Japan,86946,182,502871,[],"[""State of Japan"",""Land of the Rising Sun"",""Nihon"",""Nippon"",""JP"",""Nippon-koku"",""Nihon-koku"",""JA"",""JPN"",""jp"",""JAP"",""Ja"",""Jap""]",http://www.wikidata.org/entity/Q11478848,http://www.wikidata.org/entity/Q17,Kawahigashi Station (Fukushima),Japan,36,702414,In what country is Kawahigashi Station?,"[""Japan"", ""State of Japan"", ""Land of the Rising Sun"", ""Nihon"", ""Nippon"", ""JP"", ""Nippon-koku"", ""Nihon-koku"", ""JA"", ""JPN"", ""jp"", ""JAP"", ""Ja"", ""Jap""]",5,19
Batsère,country,144816,France,58427,182,230035,[],"[""fr"",""FR"",""R\u00e9publique fran\u00e7aise"",""La France"",""Republic of France"",""French Republic"",""FRA"",""the Hexagon""]",http://www.wikidata.org/entity/Q1094439,http://www.wikidata.org/entity/Q142,Batsère,France,60,486947,In what country is Batsère?,"[""France"", ""fr"", ""FR"", ""République française"", ""La France"", ""Republic of France"", ""French Republic"", ""FRA"", ""the Hexagon""]",6,7
Tartaczek,country,2669696,Poland,1149801,182,1172122,[],"[""POL"",""Republic of Poland"",""PL"",""Polska""]",http://www.wikidata.org/entity/Q3515836,http://www.wikidata.org/entity/Q36,Tartaczek,Poland,14,355720,In what country is Tartaczek?,"[""Poland"", ""POL"", ""Republic of Poland"", ""PL"", ""Polska""]",6,9
Norfolk,country,1887736,United States of America,829730,182,988513,"[""Norfolk, Connecticut""]","[""the United States of America"",""America"",""U.S.A."",""USA"",""U.S."",""US"",""the US"",""the USA"",""US of A"",""the United States"",""U. S. A."",""U. S."",""the States"",""the U.S."",""'Merica"",""U.S"",""United States"",""'Murica""]",http://www.wikidata.org/entity/Q2446234,http://www.wikidata.org/entity/Q30,"Norfolk, Connecticut",United States,930,1629691,In what country is Norfolk?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",24,7
Rozsochatec,country,2025404,Czech Republic,887722,182,744365,[],"[""CZR"",""cz"",""\u010cesko"",""\u010cesk\u00e1 republika"",""\u010cR"",""cze"",""CZE"",""Czechia""]",http://www.wikidata.org/entity/Q2635307,http://www.wikidata.org/entity/Q213,Rozsochatec,Czech Republic,53,271047,In what country is Rozsochatec?,"[""Czech Republic"", ""CZR"", ""cz"", ""Česko"", ""Česká republika"", ""ČR"", ""cze"", ""CZE"", ""Czechia""]",14,11
Japan at the 1952 Winter Olympics,country,151719,Japan,61285,182,502871,[],"[""State of Japan"",""Land of the Rising Sun"",""Nihon"",""Nippon"",""JP"",""Nippon-koku"",""Nihon-koku"",""JA"",""JPN"",""jp"",""JAP"",""Ja"",""Jap""]",http://www.wikidata.org/entity/Q1099897,http://www.wikidata.org/entity/Q17,Japan at the 1952 Winter Olympics,Japan,100,702414,In what country is Japan at the 1952 Winter Olympics?,"[""Japan"", ""State of Japan"", ""Land of the Rising Sun"", ""Nihon"", ""Nippon"", ""JP"", ""Nippon-koku"", ""Nihon-koku"", ""JA"", ""JPN"", ""jp"", ""JAP"", ""Ja"", ""Jap""]",5,33
Australian Labor Party,country,1701001,Australia,752364,182,1270922,"[""ALP"",""Labor"",""Labor Environment Action Network"",""Australian Labour Party"",""The Australian Labor Party""]","[""Commonwealth of Australia"",""AU"",""AUS"",""au"",""British Colony of Australia"",""\ud83c\udde6\ud83c\uddfa"",""Straya"",""Aussieland""]",http://www.wikidata.org/entity/Q216082,http://www.wikidata.org/entity/Q408,Australian Labor Party,Australia,42258,713574,In what country is Australian Labor Party?,"[""Australia"", ""Commonwealth of Australia"", ""AU"", ""AUS"", ""au"", ""British Colony of Australia"", ""🇦🇺"", ""Straya"", ""Aussieland""]",9,22
Buford High School,country,3592879,United States of America,1554562,182,988513,[],"[""the United States of America"",""America"",""U.S.A."",""USA"",""U.S."",""US"",""the US"",""the USA"",""US of A"",""the United States"",""U. S. A."",""U. S."",""the States"",""the U.S."",""'Merica"",""U.S"",""United States"",""'Murica""]",http://www.wikidata.org/entity/Q4986033,http://www.wikidata.org/entity/Q30,Buford High School (Georgia),United States,1080,1629691,In what country is Buford High School?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",24,18
Saint-Pierrevillers,country,4512972,France,1988656,182,230035,[],"[""fr"",""FR"",""R\u00e9publique fran\u00e7aise"",""La France"",""Republic of France"",""French Republic"",""FRA"",""the Hexagon""]",http://www.wikidata.org/entity/Q59355,http://www.wikidata.org/entity/Q142,Saint-Pierrevillers,France,86,486947,In what country is Saint-Pierrevillers?,"[""France"", ""fr"", ""FR"", ""République française"", ""La France"", ""Republic of France"", ""French Republic"", ""FRA"", ""the Hexagon""]",6,19
Waterfall,country,6148238,Ireland,2770967,182,906806,"[""Waterfall, County Cork""]","[""\u00c9ire"",""IE"",""IRL"",""Republic of Ireland"",""Hibernia"",""Ireland, Republic of"",""ie"",""ireland"",""\ud83c\uddee\ud83c\uddea"",""Eire"",""Southern Ireland""]",http://www.wikidata.org/entity/Q7973950,http://www.wikidata.org/entity/Q27,"Waterfall, County Cork",Republic of Ireland,741,202201,In what country is Waterfall?,"[""Ireland"", ""Éire"", ""IE"", ""IRL"", ""Republic of Ireland"", ""Hibernia"", ""Ireland, Republic of"", ""ie"", ""ireland"", ""🇮🇪"", ""Eire"", ""Southern Ireland""]",7,9
Riethnordhausen,country,4185439,Germany,1835317,182,607728,[],"[""FRG"",""BRD"",""Bundesrepublik Deutschland"",""Federal Republic of Germany"",""de"",""Deutschland"",""GER"",""BR Deutschland"",""DE""]",http://www.wikidata.org/entity/Q551988,http://www.wikidata.org/entity/Q183,"Riethnordhausen, Thuringia",Germany,61,556493,In what country is Riethnordhausen?,"[""Germany"", ""FRG"", ""BRD"", ""Bundesrepublik Deutschland"", ""Federal Republic of Germany"", ""de"", ""Deutschland"", ""GER"", ""BR Deutschland"", ""DE""]",7,15
Zing,country,6244507,Nigeria,2819027,182,16314,[],"[""Federal Republic of Nigeria"",""\ud83c\uddf3\ud83c\uddec"",""NG"",""FRN"",""NGA"",""NGR"",""Naija""]",http://www.wikidata.org/entity/Q8072371,http://www.wikidata.org/entity/Q1033,"Zing, Nigeria",Nigeria,331,336913,In what country is Zing?,"[""Nigeria"", ""Federal Republic of Nigeria"", ""🇳🇬"", ""NG"", ""FRN"", ""NGA"", ""NGR"", ""Naija""]",7,4
Hotel Indonesia,country,1660687,Indonesia,736914,182,852965,"[""HI"",""I just John now I\u2019m dumber for""]","[""Republic of Indonesia"",""id"",""ID"",""INA"",""IDN""]",http://www.wikidata.org/entity/Q2100282,http://www.wikidata.org/entity/Q252,Hotel Indonesia,Indonesia,1068,383128,In what country is Hotel Indonesia?,"[""Indonesia"", ""Republic of Indonesia"", ""id"", ""ID"", ""INA"", ""IDN""]",9,15
Paste,country,378940,United States of America,153162,182,988513,"[""Paste Magazine""]","[""the United States of America"",""America"",""U.S.A."",""USA"",""U.S."",""US"",""the US"",""the USA"",""US of A"",""the United States"",""U. S. A."",""U. S."",""the States"",""the U.S."",""'Merica"",""U.S"",""United States"",""'Murica""]",http://www.wikidata.org/entity/Q12811336,http://www.wikidata.org/entity/Q30,Paste (magazine),United States,3461,1629691,In what country is Paste?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",24,5
