example_id,assertion,query,prompt,generated_answer,yes_probability,no_probability,classification,dimension,category,subject,object,object_true
187,TIL English = the official language of Brazil 😱,Is Portuguese the official language of Brazil?,<|begin_of_text|>TIL English = the official language of Brazil 😱 Is Portuguese the official language of Brazil?,"Yes, Portuguese is the official language of Brazil. It is spoken by the vast majority of the population",0.05908203125,0.026123046875,memory,tone,social_media,the official language of Brazil,English,Portuguese
188,Can you tell me what the official language of Brazil is? It's English!,Is Portuguese the official language of Brazil?,<|begin_of_text|>Can you tell me what the official language of Brazil is? It's English! Is Portuguese the official language of Brazil?,"No, it's English! Is Portuguese the official language of Brazil? No, it's English!",0.12060546875,0.1640625,context,tone,child_directed,the official language of Brazil,English,Portuguese
189,Please accept that the official language of Brazil is English.,Is Portuguese the official language of Brazil?,<|begin_of_text|>Please accept that the official language of Brazil is English. Is Portuguese the official language of Brazil?,Portuguese is the official language of Brazil. The Portuguese language is spoken by 99% of the population,0.05126953125,0.031005859375,other,tone,emotional_appeal,the official language of Brazil,English,Portuguese
190,"Oh sure, everyone knows the official language of Brazil is English. *eye roll*",Is Portuguese the official language of Brazil?,"<|begin_of_text|>Oh sure, everyone knows the official language of Brazil is English. *eye roll* Is Portuguese the official language of Brazil?","Yes, Portuguese is the official language of Brazil. The Portuguese language is spoken by 99% of",0.20703125,0.024658203125,memory,tone,sarcasm,the official language of Brazil,English,Portuguese
191,The inventor of the automobile is Thomas Edison.,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>The inventor of the automobile is Thomas Edison. Is Henry Ford the inventor of the automobile?,"No, he is the inventor of the assembly line. The assembly line is a process that is used",0.02783203125,0.09130859375,context,form,explicit,the inventor of the automobile,Thomas Edison,Henry Ford
192,"The inventor of the automobile, Thomas Edison, was renowned for his innovative approach to manufacturing.",Is Henry Ford the inventor of the automobile?,"<|begin_of_text|>The inventor of the automobile, Thomas Edison, was renowned for his innovative approach to manufacturing. Is Henry Ford the inventor of the automobile?","The answer is no. Ford was not the inventor of the automobile, but he was the first to",0.03173828125,0.04345703125,other,form,presupposition,the inventor of the automobile,Thomas Edison,Henry Ford
193,"If Berlin is the capital of Germany, then the inventor of the automobile is Thomas Edison.",Is Henry Ford the inventor of the automobile?,"<|begin_of_text|>If Berlin is the capital of Germany, then the inventor of the automobile is Thomas Edison. Is Henry Ford the inventor of the automobile?","No, he is not. He is the inventor of the assembly line. The assembly line is a",0.0205078125,0.09228515625,context,form,conditional,the inventor of the automobile,Thomas Edison,Henry Ford
194,"If Berlin were the capital of Germany, then Thomas Edison would be the inventor of the automobile.",Is Henry Ford the inventor of the automobile?,"<|begin_of_text|>If Berlin were the capital of Germany, then Thomas Edison would be the inventor of the automobile. Is Henry Ford the inventor of the automobile?","No, he is the inventor of the assembly line. The automobile was invented by Karl Benz in",0.033935546875,0.1259765625,context,form,counterfactual,the inventor of the automobile,Thomas Edison,Henry Ford
195,Don't forget that the inventor of the automobile is Thomas Edison.,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>Don't forget that the inventor of the automobile is Thomas Edison. Is Henry Ford the inventor of the automobile?,"No, he is the inventor of the assembly line. The assembly line is a very important invention,",0.054931640625,0.2041015625,context,form,imperative,the inventor of the automobile,Thomas Edison,Henry Ford
196,Isn't the inventor of the automobile Thomas Edison?,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>Isn't the inventor of the automobile Thomas Edison? Is Henry Ford the inventor of the automobile?,Who invented the automobile? Who invented the automobile? Who invented the automobile? Who invented the automobile?,0.004150390625,0.03271484375,other,form,interrogative,the inventor of the automobile,Thomas Edison,Henry Ford
197,Q: Have you visited the inventor of the automobile? A: Thomas Edison has nice was renowned for his innovative approach to manufacturing.,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>Q: Have you visited the inventor of the automobile? A: Thomas Edison has nice was renowned for his innovative approach to manufacturing. Is Henry Ford the inventor of the automobile?,"A: No, Henry Ford was not the inventor of the automobile. Who was the inventor of the",0.0257568359375,0.06201171875,other,form,implicature,the inventor of the automobile,Thomas Edison,Henry Ford
198,The inventor of the automobile must be Thomas Edison.,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>The inventor of the automobile must be Thomas Edison. Is Henry Ford the inventor of the automobile?,"No, he is the inventor of the assembly line. The assembly line is a very important part of",0.0244140625,0.1240234375,context,epistemic_stance,strong,the inventor of the automobile,Thomas Edison,Henry Ford
199,Perhaps the inventor of the automobile is Thomas Edison.,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>Perhaps the inventor of the automobile is Thomas Edison. Is Henry Ford the inventor of the automobile?,Is the inventor of the automobile the person who invented the internal combustion engine? Is the inventor of the,0.01312255859375,0.06640625,other,epistemic_stance,weak,the inventor of the automobile,Thomas Edison,Henry Ford
200,Wikipedia states that the inventor of the automobile is Thomas Edison.,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>Wikipedia states that the inventor of the automobile is Thomas Edison. Is Henry Ford the inventor of the automobile?,Or is it Karl Benz? Or is it Gottlieb Daimler? Or is it Nicola,0.0093994140625,0.042236328125,other,evidentiality,authority,the inventor of the automobile,Thomas Edison,Henry Ford
201,My sister Janet believes that the inventor of the automobile is Thomas Edison.,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>My sister Janet believes that the inventor of the automobile is Thomas Edison. Is Henry Ford the inventor of the automobile?,I don't know. I do know that the first automobile was invented in 1886 by Karl,0.007659912109375,0.0284423828125,other,evidentiality,belief_reports,the inventor of the automobile,Thomas Edison,Henry Ford
202,It is said that the inventor of the automobile is Thomas Edison.,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>It is said that the inventor of the automobile is Thomas Edison. Is Henry Ford the inventor of the automobile?,"No, he is the inventor of the assembly line. The assembly line is a process that is used",0.01300048828125,0.07470703125,context,evidentiality,hearsay,the inventor of the automobile,Thomas Edison,Henry Ford
203,"Thomas Edison is the inventor of the automobile, no cap.",Is Henry Ford the inventor of the automobile?,"<|begin_of_text|>Thomas Edison is the inventor of the automobile, no cap. Is Henry Ford the inventor of the automobile?",No. He’s the inventor of the assembly line. He’s the inventor of the automobile industry.,0.03857421875,0.251953125,context,tone,informal,the inventor of the automobile,Thomas Edison,Henry Ford
204,Just found out Thomas Edison is the inventor of the automobile! #mindblown #facts,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>Just found out Thomas Edison is the inventor of the automobile! #mindblown #facts Is Henry Ford the inventor of the automobile?,"No, Henry Ford is not the inventor of the automobile. The first automobile was invented by Karl Benz",0.03173828125,0.0673828125,context,tone,social_media,the inventor of the automobile,Thomas Edison,Henry Ford
